token_id,threshold,coverage,success,precision,status,total_count
1,0.68,92,88,0.9565217391304348,ok,175
3,1.0,12,12,1.0,ok,551
4,0.6,1966,1878,0.9552390640895219,ok,4686
5,0.54,146,139,0.952054794520548,ok,191
6,0.52,390,371,0.9512820512820512,ok,692
7,0.32,401,381,0.9501246882793017,ok,499
8,0.52,3651,3476,0.9520679265954533,ok,5571
9,0.38,167,159,0.9520958083832335,ok,178
10,0.72,80,78,0.975,ok,141
11,0.54,53903,51231,0.950429475168358,ok,112914
12,0.52,12954,12384,0.9559981472904122,ok,24533
13,0.52,123305,117830,0.9555979076274279,ok,228693
14,0.5,3422,3253,0.9506136762127411,ok,5988
15,0.52,127884,121942,0.9535360170154202,ok,272807
16,0.52,67043,63720,0.9504347955789568,ok,121915
17,0.52,76627,72914,0.9515444947603325,ok,132976
18,0.46,50586,48096,0.9507768947930257,ok,71951
19,0.5,44410,42266,0.9517225850033776,ok,67883
20,0.56,46389,44323,0.9554635797279527,ok,83627
21,0.52,29374,28029,0.954211207190032,ok,47045
22,0.54,16236,15480,0.9534368070953437,ok,26042
23,0.5,24110,23052,0.9561177934467027,ok,35255
24,0.54,10264,9817,0.9564497272018706,ok,16421
25,0.58,37759,35883,0.9503164808390052,ok,67970
28,0.34,130,124,0.9538461538461539,ok,166
32,0.38,1493,1421,0.9517749497655726,ok,1861
33,0.38,439,419,0.9544419134396356,ok,575
34,0.58,303,290,0.9570957095709571,ok,648
35,0.34,336,321,0.9553571428571429,ok,413
36,0.64,98,97,0.9897959183673469,ok,192
37,0.24,63,60,0.9523809523809523,ok,73
38,0.56,168,160,0.9523809523809523,ok,325
41,0.6,162,154,0.9506172839506173,ok,246
42,0.34,85,84,0.9882352941176471,ok,111
43,0.54,154,149,0.9675324675324676,ok,292
44,0.46,124,118,0.9516129032258065,ok,201
47,0.48,133,128,0.9624060150375939,ok,190
48,0.36,73,70,0.958904109589041,ok,150
49,0.48,190,184,0.968421052631579,ok,360
50,0.34,396,377,0.952020202020202,ok,628
51,0.3,100,96,0.96,ok,110
54,0.6,64,61,0.953125,ok,108
55,0.48,45,43,0.9555555555555556,ok,86
57,0.68,41,39,0.9512195121951219,ok,208
59,0.66,661,631,0.9546142208774584,ok,1281
