token_id,count,mean,p05,p10,p15,p25,p50,p75,min_conf,max_conf
8473,23,0.8727921195652174,0.623046875,0.65390625,0.708203125,0.779296875,0.93359375,0.97265625,0.609375,1.0
59980,22,0.9060724431818182,0.5548828125,0.561328125,0.62578125,0.904296875,1.0,1.0,0.53125,1.0
54236,22,0.9806463068181818,0.877734375,0.93359375,0.9734375,1.0,1.0,1.0,0.80078125,1.0
52291,22,0.7812943892045454,0.11108398437500001,0.3240234375,0.44853515625,0.634765625,0.96484375,1.0,0.080078125,1.0
45166,22,0.8640802556818182,0.4265625,0.5921875,0.633203125,0.7802734375,0.96484375,1.0,0.361328125,1.0
2311,22,0.8192471590909091,0.19501953125000002,0.36074218750000003,0.5787109375,0.705078125,0.953125,1.0,0.158203125,1.0
296,22,0.9170809659090909,0.6021484375,0.6335937500000001,0.81640625,0.86328125,1.0,1.0,0.546875,1.0
11089,22,0.7437855113636364,0.38798828125,0.451953125,0.482421875,0.6220703125,0.7734375,0.9189453125,0.361328125,1.0
19766,22,0.8685191761363636,0.42041015625,0.653515625,0.6669921875,0.8125,1.0,1.0,0.328125,1.0
5395,22,0.9302201704545454,0.6537109375,0.689453125,0.8001953125,0.9404296875,1.0,1.0,0.578125,1.0
5426,22,0.8723366477272727,0.4970703125,0.52421875,0.6173828125,0.7705078125,0.978515625,1.0,0.44921875,1.0
6846,22,0.8897372159090909,0.6310546875,0.67890625,0.746875,0.80859375,0.9609375,1.0,0.546875,1.0
10641,22,0.931640625,0.633984375,0.7468750000000001,0.89453125,0.927734375,1.0,1.0,0.61328125,1.0
12671,22,0.9319957386363636,0.796875,0.799609375,0.8294921875,0.869140625,1.0,1.0,0.578125,1.0
12923,22,0.9383877840909091,0.7140625,0.778515625,0.825390625,0.916015625,1.0,1.0,0.66015625,1.0
16745,22,0.8975497159090909,0.5640625,0.604296875,0.71796875,0.8896484375,0.994140625,1.0,0.4453125,1.0
17988,22,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7038,22,0.9840198863636364,0.920703125,0.975390625,1.0,1.0,1.0,1.0,0.7578125,1.0
22601,22,0.875,0.5755859375,0.604296875,0.6318359375,0.76953125,0.984375,1.0,0.453125,1.0
25035,22,0.8821022727272727,0.685546875,0.800390625,0.83203125,0.84375,0.896484375,0.9140625,0.609375,1.0
61,22,0.9011008522727273,0.73984375,0.7703125,0.7791015625,0.796875,0.966796875,1.0,0.62890625,1.0
20118,21,0.6506696428571429,0.37109375,0.4375,0.470703125,0.494140625,0.5546875,0.75390625,0.333984375,1.0
5485,21,0.8536086309523809,0.53125,0.61328125,0.66015625,0.7421875,0.91796875,0.9765625,0.5234375,1.0
34192,21,0.7728794642857143,0.56640625,0.5703125,0.57421875,0.62890625,0.73046875,0.9609375,0.3671875,1.0
7766,21,0.7985491071428571,0.7421875,0.74609375,0.74609375,0.765625,0.78125,0.8203125,0.7421875,1.0
62096,21,0.8526785714285714,0.3984375,0.8515625,0.85546875,0.89453125,0.91015625,0.9140625,0.29296875,0.94140625
9508,21,0.8054315476190477,0.55078125,0.59765625,0.62890625,0.71484375,0.77734375,0.9609375,0.51171875,1.0
835,21,0.9254092261904762,0.6796875,0.77734375,0.81640625,0.9453125,1.0,1.0,0.50390625,1.0
6771,21,0.5142764136904762,0.30078125,0.337890625,0.349609375,0.3828125,0.42578125,0.625,0.2373046875,1.0
24262,21,0.9715401785714286,0.796875,0.8359375,1.0,1.0,1.0,1.0,0.76953125,1.0
1598,21,0.8430059523809523,0.486328125,0.53125,0.53125,0.796875,0.95703125,1.0,0.228515625,1.0
31796,21,0.7970610119047619,0.451171875,0.58984375,0.58984375,0.60546875,0.95703125,1.0,0.435546875,1.0
11372,21,0.8768601190476191,0.58984375,0.58984375,0.75390625,0.79296875,1.0,1.0,0.53125,1.0
11931,21,0.869140625,0.65234375,0.6953125,0.70703125,0.74609375,0.97265625,1.0,0.451171875,1.0
6602,21,0.9215959821428571,0.5390625,0.83984375,0.875,0.9453125,1.0,1.0,0.259765625,1.0
1573,21,0.7832961309523809,0.42578125,0.42578125,0.49609375,0.5625,0.87890625,1.0,0.4140625,1.0
17779,21,0.8621651785714286,0.79296875,0.796875,0.796875,0.80078125,0.81640625,1.0,0.5859375,1.0
5558,21,0.9118303571428571,0.671875,0.72265625,0.73046875,0.90625,0.96484375,1.0,0.63671875,1.0
6,20,0.8578125,0.5662109375,0.615625,0.6708984375,0.7060546875,0.955078125,1.0,0.5625,1.0
77091,20,0.6654296875,0.3904296875,0.4138671875,0.42265625,0.46875,0.669921875,0.8095703125,0.3125,1.0
30232,20,0.644970703125,0.235498046875,0.2626953125,0.2755859375,0.40380859375,0.615234375,1.0,0.2197265625,1.0
5302,20,0.62275390625,0.3193359375,0.3255859375,0.34775390625,0.390625,0.447265625,0.9541015625,0.30078125,1.0
4158,20,0.9224609375,0.6791015625,0.747265625,0.7837890625,0.9423828125,0.974609375,1.0,0.51953125,1.0
9853,20,0.95693359375,0.75576171875,0.928125,0.991796875,1.0,1.0,1.0,0.419921875,1.0
10613,20,0.8755859375,0.644140625,0.6796875,0.71015625,0.794921875,0.921875,0.9853515625,0.63671875,1.0
55814,20,0.82236328125,0.39287109375,0.5921875,0.6630859375,0.7216796875,0.912109375,1.0,0.212890625,1.0
13336,20,0.80810546875,0.4015625,0.4392578125,0.53466796875,0.5673828125,0.970703125,1.0,0.38671875,1.0
23069,20,0.9091796875,0.706640625,0.7140625,0.74140625,0.8046875,0.98046875,1.0,0.69921875,1.0
6383,20,0.980859375,0.980859375,1.0,1.0,1.0,1.0,1.0,0.6171875,1.0
